0.8334893067,0.5548675788,0.9361046615,0.5808945500,0.7589808753,0.3266223332,0.5293434494,0.0116293980,0.8735821486,0.0192339279,0.7419289317,0.0703249637,0.1623480026,0.3248416725,0.5087771743,0.1286843453,0.9634779260,0.5121824692,0.8434079113,0.4316376842,0.7042958074,0.1395893127,0.8500687830,0.1492199774,0.7819409161,0.8679287237,0.5859181436,0.3237737346,0.7742973365,0.3572117636,0.4765900883,0.2586772944,0.3896464687,0.2435522893,0.2060349794
0.1880976929,0.3274353063,0.7900560247,0.5968265033,0.1598194025,0.7667262262,0.7018568741,0.4808836439,0.0896154969,0.1571213866,0.5071549899,0.5775949777,0.0594967247,0.9216093073,0.9592164512,0.2839583702,0.4059320500,0.7264091248,0.0425912264,0.4423996084,0.9057273459,0.5293140475,0.3668680235,0.9810240506,0.5125374474,0.7705787134,0.8590376147,0.8395765391,0.1686030300,0.3094984364,0.2846777784,0.1975770127,0.5820877227,0.2314068537,0.5032460698
0.6516043820,0.2573798323,0.8919283117,0.9715845109,0.2207267616,0.2628316289,0.3722654360,0.7649650506,0.3246830981,0.7522959273,0.2788384831,0.5194734512,0.9926677628,0.4753144972,0.0156703314,0.9829790710,0.5836209114,0.3378554271,0.7014974410,0.1671695755,0.9221705553,0.3982542356,0.5928332866,0.5964596638,0.0521453591,0.8859139556,0.8882609773,0.5544051176,0.0192872883,0.1363490952,0.2985813259,0.5656119662,0.7191506506,0.4682440751,0.0772473525
0.0789325201,0.5028281036,0.5030301914,0.9664628334,0.1923225588,0.7635878191,0.0303101790,0.0486743189,0.0394367804,0.6988727136,0.5777467933,0.0578292489,0.7203705575,0.6088541022,0.5340515458,0.3656567745,0.0420494341,0.8156298919,0.8046837618,0.5346460437,0.1616973826,0.3454759877,0.6547597323,0.6722791368,0.5979614256,0.8805504965,0.0949519297,0.2600008455,0.7611408729,0.4483213714,0.8700348711,0.3318637608,0.2513463794,0.8944173024,0.1999792619
0.9404846300,0.7009358245,0.4599798454,0.3076560096,0.8093760007,0.3224060658,0.3073262124,0.4162900967,0.6342157380,0.1943208107,0.4324736332,0.1825919963,0.7515121617,0.4822231868,0.9095990653,0.2513458595,0.2985631280,0.1833743983,0.3626003605,0.3816210560,0.5636354104,0.1259476848,0.4511843909,0.1923210540,0.6546305294,0.3135549993,0.7928780668,0.8508962717,0.2592729526,0.5026081294,0.6251860895,0.3941717340,0.2025982793,0.2378118480,0.9047914382
0.7847312348,0.2243820710,0.5246653086,0.6367737815,0.3211769587,0.0894158858,0.7662831776,0.6333751671,0.6038215115,0.8306856986,0.6019243243,0.4221873483,0.4301933927,0.0762865427,0.4067926221,0.2941341867,0.5763136948,0.7872074048,0.7889410754,0.8671971558,0.5297054685,0.5453551710,0.5009077578,0.3987606416,0.4264763216,0.9315669747,0.3030903657,0.9799493098,0.1987953490,0.2777683009,0.6869643679,0.5911789771,0.6108632644,0.1318782692,0.0474826797
0.7590195898,0.7619273877,0.8921312025,0.4651727770,0.0148904139,0.7211273991,0.3553741408,0.5951749935,0.1576052338,0.5030078681,0.5111225405,0.7429651064,0.6865205169,0.7009021961,0.8754210718,0.6406672833,0.6144111180,0.7384366806,0.1241928356,0.3552308372,0.5572894228,0.6020063253,0.2238248411,0.3867964466,0.1934780575,0.3527626978,0.1601198361,0.4749188202,0.5296479411,0.9003215019,0.9461408186,0.6868033458,0.7910447340,0.3480154948,0.9425408641
0.6222968602,0.5257755556,0.3978871589,0.6951336913,0.1801046539,0.8924630979,0.9619630561,0.4872619738,0.2000950257,0.3875598949,0.8362420509,0.6856528106,0.9618338794,0.7316847240,0.1662573253,0.2362198798,0.4615386036,0.0615598409,0.1397232652,0.9957192275,0.3385598065,0.5810264967,0.9295404220,0.6887006231,0.0122785350,0.7760749823,0.0392677975,0.1152184143,0.0096091582,0.9618443944,0.8767136874,0.1023464404,0.6541435760,0.9514526472,0.9582296768
0.4683361978,0.8896540047,0.3064017762,0.1266840698,0.8307818546,0.4113623637,0.8699836378,0.5483967159,0.5070702207,0.9009312391,0.2968457145,0.8811704176,0.3467366518,0.3034471996,0.3702152755,0.9619340651,0.5607677968,0.2977155649,0.3685409969,0.2283768133,0.9687202507,0.6151472002,0.6285003581,0.4317406775,0.7677392876,0.2712984791,0.8526346061,0.4779911644,0.9601237739,0.7369790064,0.0800868431,0.5409323184,0.6629009090,0.2174436016,0.1309702359
0.3709456450,0.9618938423,0.4366591470,0.7867536302,0.5089302213,0.9625398801,0.7099118361,0.5020055369,0.0232570182,0.4744486436,0.0381238731,0.2558398820,0.9016286598,0.0787442175,0.2605083156,0.9502828490,0.3182293949,0.8865345270,0.2773232915,0.5788189653,0.1665687851,0.8562335918,0.7267060970,0.5129276950,0.2574831683,0.5844193514,0.6421619336,0.7868731451,0.4561079374,0.4003965953,0.1227022175,0.6920336689,0.4301087215,0.1583089894,0.9428035180
0.0482418466,0.0397424391,0.1886032112,0.9896209668,0.8031997239,0.7426472658,0.4825556759,0.8488746798,0.5067464689,0.4125354270,0.1285396405,0.9163744741,0.5118513111,0.8126511264,0.9636231316,0.3189398115,0.0932327529,0.2591242298,0.1142570024,0.7112430870,0.4042573682,0.0691741215,0.2184974837,0.4663197827,0.9274155864,0.5564094464,0.2971214487,0.9008043563,0.5008480817,0.6552854137,0.3387434444,0.2322527290,0.6211776889,0.4700524131,0.3929896258
0.8679198592,0.5793070297,0.2252206195,0.5940594000,0.2582752518,0.9631558490,0.1079267733,0.8257733097,0.2898188457,0.4898432317,0.8133128648,0.9755394586,0.5008228040,0.0209503769,0.7106711101,0.8864279543,0.8650781650,0.4158928814,0.5691096225,0.6001222577,0.7761787550,0.4941326594,0.7265184719,0.1637356826,0.8172931362,0.2079206746,0.9356355906,0.0790051926,0.8859516212,0.2733354188,0.3758182847,0.8845998822,0.1186494654,0.1817210029,0.4360199556
0.7062706598,0.5480730426,0.5722231994,0.3982757204,0.9299364254,0.7106982200,0.6538838026,0.7178682696,0.9377645635,0.3891686720,0.0130708973,0.7236653665,0.3616477073,0.9298625466,0.9822504029,0.3565823649,0.5005680467,0.8758816322,0.2890498923,0.5145041005,0.0415213317,0.1540278204,0.7205224808,0.8896793139,0.1143365496,0.1472464789,0.0347254963,0.4621914212,0.5785003872,0.1686380255,0.5607110468,0.1984859454,0.6831193833,0.6340852379,0.6616092842
0.3803019303,0.8276609815,0.1971922139,0.7932590751,0.8086461239,0.1709635576,0.2007012598,0.7563466481,0.8319282609,0.5943351876,0.5457934048,0.2874863057,0.6816469009,0.9439805302,0.5101602625,0.3366105880,0.3519367898,0.4721391334,0.1955739738,0.5962205797,0.3855909702,0.0690279222,0.1507247019,0.3620872392,0.9696857536,0.4187634720,0.2726507862,0.4557518633,0.8968561669,0.4651535013,0.0629890356,0.8533889694,0.3849899031,0.4921697556,0.1610000888
0.7592184995,0.1288837251,0.4553172316,0.9046129506,0.3931524096,0.3640008802,0.2898829276,0.9821047012,0.8816510531,0.7594114075,0.3018534819,0.5075516772,0.9126528976,0.5125189172,0.6024644017,0.6564662013,0.3450033885,0.9750590454,0.3500076778,0.5117942218,0.3407487718,0.9347590478,0.1539116611,0.5969386971,0.4959357455,0.6179916857,0.2185186487,0.1809039331,0.4015025187,0.7494201429,0.1759073367,0.3267761212,0.0276815787,0.8478915695,0.6958735050
0.4003457035,0.2624446685,0.1054390059,0.5876465569,0.9634962021,0.4069758947,0.2764198644,0.9729436996,0.7450650716,0.5381529334,0.2122018606,0.7990932064,0.6246891084,0.7890615385,0.8429288100,0.2346380580,0.8410372746,0.3495839503,0.0488172064,0.9971875463,0.1181470899,0.9814208444,0.5009284101,0.8100833709,0.6899188947,0.3898788640,0.4046425418,0.2538716393,0.8591729019,0.3804706272,0.8272447433,0.4249467868,0.4689157964,0.3874848137,0.1469128250
0.9324181105,0.5903298837,0.2275788004,0.7579041929,0.2506441308,0.1495892868,0.1487928862,0.6247120128,0.0284384195,0.2331040693,0.8266477156,0.5680527425,0.1151537841,0.8135282717,0.3029151551,0.2866858999,0.9778361005,0.0098973109,0.1274453501,0.2903120902,0.6530842536,0.9487239108,0.2757191546,0.5251486821,0.6750317642,0.6381737552,0.5303731741,0.1779083932,0.4024555425,0.5687636086,0.8840817464,0.8078513045,0.9637942578,0.1588624409,0.2480671673
0.7145121815,0.9020939270,0.2679906340,0.9688791771,0.2693545487,0.9348102860,0.1708550044,0.3828412671,0.9689296520,0.4565960969,0.1091387806,0.0259481812,0.7216029966,0.9147524307,0.7525751277,0.0558372820,0.4117684391,0.0210541785,0.9563684459,0.4552547592,0.4169072014,0.0038737009,0.4779114503,0.0205212217,0.8038095412,0.8029872515,0.7718693594,0.7790814454,0.2210220814,0.4990296375,0.0265644354,0.9080525383,0.7617346248,0.7007010132,0.4080796427
0.4140834082,0.5111210189,0.4844245887,0.0193471474,0.9324714757,0.6048021517,0.1933493589,0.3411191508,0.0511159513,0.5851764249,0.1925357755,0.2127908620,0.2031532615,0.2894391201,0.8034355337,0.5891286068,0.1207481779,0.7484700043,0.7989268864,0.6157572637,0.5373033577,0.7750863420,0.4501647641,0.0736448142,0.8170714597,0.4538160992,0.5440584088,0.1743068913,0.8006007856,0.8616778388,0.6908415042,0.6462079974,0.2918629707,0.6708928988,0.6087530707
0.7896237750,0.2999951486,0.8036427252,0.8583354764,0.4266135376,0.1682913480,0.1353958876,0.4794302172,0.2287120276,0.7023744620,0.4734848993,0.8619529819,0.9881906778,0.1603831574,0.0116134274,0.7409391395,0.1236435780,0.0663455500,0.4473688392,0.2753003089,0.4285575586,0.9238144326,0.9889207376,0.3529897804,0.0754143858,0.3774267808,0.8170249656,0.4984714760,0.8571729815,0.8856291274,0.8147467044,0.1915436913,0.5682496923,0.1950257371,0.5742235945
0.8663859946,0.7586537280,0.6887919485,0.8109823275,0.4462162671,0.5920873755,0.4412945969,0.1538984507,0.6977153165,0.0541303102,0.2413985785,0.6195753985,0.6415194546,0.5185343405,0.4165157307,0.5924119967,0.9989701025,0.6561568436,0.5836781839,0.6773923313,0.6597434431,0.2715033482,0.6835851884,0.9787759281,0.7858483673,0.6890177422,0.9190962752,0.7533681182,0.6407445827,0.7649427421,0.3120569481,0.6888822766,0.9509162758,0.9085668771,0.0240221056
0.3385119432,0.4158197769,0.4218539664,0.0368108650,0.0388479933,0.7553443186,0.5507308419,0.3971474457,0.0052014623,0.8009674032,0.1135538429,0.8496067548,0.7664694494,0.2198141263,0.9171882511,0.4187753595,0.7063259603,0.5572053845,0.7321254457,0.6853732990,0.4972113972,0.8615856381,0.8814998302,0.0093127687,0.5185942968,0.3911233577,0.1854435846,0.9211699770,0.5207671242,0.1140854198,0.8250497596,0.3751218630,0.1576308395,0.2489750323,0.4479771192
0.7054104038,0.6262142875,0.1172321509,0.7620703796,0.9155083570,0.4176597309,0.4400534445,0.2704785690,0.9826396206,0.6211720618,0.4980940662,0.6689246359,0.2456669762,0.5617477929,0.9546192941,0.3083657290,0.5939991402,0.7471476191,0.3378370768,0.0749834116,0.4905468843,0.6145705629,0.8219669136,0.4434021937,0.1944674390,0.4480044406,0.4363119131,0.7972326982,0.4560712323,0.2192478363,0.2017149395,0.0336059621,0.6755202668,0.0744123533,0.2419533581
0.3430207635,0.9449662361,0.4127861500,0.0444417897,0.3355531405,0.6840584841,0.0105971498,0.6660148196,0.4739252549,0.9835475340,0.1760530141,0.1871876813,0.4829273294,0.8938139748,0.1718761074,0.6622398975,0.5334689877,0.3642975839,0.7916897123,0.2791068999,0.9178517511,0.3141196108,0.7207316860,0.3056839509,0.2943924272,0.2339671791,0.1937310460,0.2136224651,0.3089681465,0.0641926282,0.8611802943,0.9248527058,0.0868251300,0.7312269702,0.4914969834
